Title,Release Date,Color/B&W,Genre,Language,Country,Rating,Lead Actor,Director Name,Lead Actor FB Likes,Cast FB Likes,Director FB Likes,Movie FB Likes,IMDb Score (1-10), Total Reviews ,Duration (min),Gross Revenue,Budget
Starship Troopers,1/3/1997,Color,Action,English,USA,R,Jake Busey,Paul Verhoeven,660,2031,719,0,7.2,192,129,54700065,105000000
Steel,5/25/1997,Color,Action,English,USA,PG-13,Charles Napier,Kenneth Johnson,503,3100,34,0,2.8,36,97,1686429,16000000
Switchback,7/29/1997,Color,Crime,English,USA,R,Gregory Scott Cummins,Jeb Stuart,37,74,11,389,6.4,38,118,6482195,37000000
The Apostle,8/19/1997,Color,Drama,English,USA,PG-13,John Beasley,Robert Duvall,205,428,3000,1000,7.2,95,134,20733485,5000000
The Borrowers,2/28/1997,Color,Adventure,English,UK,PG,Jim Broadbent,Peter Hewitt,1000,2056,12,0,5.8,42,89,22359293,29000000
The Cure,12/8/1997,Color,Crime,Japanese,Japan,,Kôji Yakusho,Kiyoshi Kurosawa,89,115,62,817,7.4,78,111,94596,1000000
The Devil's Advocate,12/11/1997,Color,Drama,English,USA,R,Keanu Reeves,Taylor Hackford,18000,45271,138,11000,7.5,117,136,60984028,57000000
The Devil's Own,4/19/1997,Color,Action,English,USA,R,Harrison Ford,Alan J. Pakula,11000,26088,79,979,6.1,66,111,42877165,86000000
The Fifth Element,3/30/1997,Color,Action,English,France,PG-13,Milla Jovovich,Luc Besson,14000,39319,0,18000,7.7,173,126,63540020,93000000
The Full Monty,6/24/1997,Color,Comedy,English,UK,R,Tom Wilkinson,Peter Cattaneo,1000,2323,11,0,7.2,122,91,45857453,3500000
The Game,8/23/1997,Color,Drama,English,USA,R,Deborah Kara Unger,David Fincher,495,1397,21000,25000,7.8,157,129,48265581,50000000
The Ice Storm,4/25/1997,Color,Drama,English,USA,R,Joan Allen,Ang Lee,805,1466,0,0,7.5,124,112,7837632,18000000
The Jackal,9/6/1997,Color,Action,English,USA,R,J.K. Simmons,Michael Caton-Jones,24000,38227,105,0,6.3,83,124,54910560,60000000
The Last Time I Committed Suicide,9/4/1997,Color,Biography,English,USA,R,Keanu Reeves,Stephen Kay,18000,20135,19,161,5.8,12,92,12836,4000000
The Lost World: Jurassic Park,12/7/1997,Color,Action,English,USA,PG-13,Ariana Richards,Steven Spielberg,610,1635,14000,0,6.5,177,129,229074524,73000000
The Man Who Knew Too Little,5/17/1997,Color,Action,English,USA,PG,Bill Murray,Jon Amiel,13000,15183,36,0,6.6,34,94,13801755,20000000
The Peacemaker,2/10/1997,Color,Action,English,USA,R,Armin Mueller-Stahl,Mimi Leder,294,1289,75,0,5.9,93,124,41256277,50000000
The Postman,8/28/1997,Color,Action,English,USA,R,Olivia Williams,Kevin Costner,766,4346,0,0,6,79,177,17593391,80000000
The Rainmaker,1/22/1997,Color,Crime,English,USA,PG-13,Matt Damon,Francis Ford Coppola,13000,16762,0,0,7.1,91,135,45856732,40000000
The Relic,10/12/1997,Color,Horror,English,UK,R,John Kapelos,Peter Hyams,510,1976,0,956,5.7,95,110,33927476,40000000
The Saint,7/5/1997,Color,Action,English,USA,PG-13,Alun Armstrong,Phillip Noyce,192,475,176,0,6.2,64,116,61355436,68000000
The Spanish Prisoner,12/8/1997,Color,Drama,English,USA,PG,Ben Gazzara,David Mamet,623,1722,342,578,7.3,97,110,10200000,10000000
The Sticky Fingers of Time,12/17/1997,Black and White,Sci-Fi,English,USA,,James Urbaniak,Hilary Brougher,119,154,0,67,6.3,8,81,18195,250000
The Sweet Hereafter,6/17/1997,Color,Drama,English,Canada,R,Bruce Greenwood,Atom Egoyan,990,2820,460,920,7.7,120,112,4306697,5000000
The Swindle,12/27/1997,Color,Comedy,French,France,,Isabelle Huppert,Claude Chabrol,678,1256,324,33,6.6,34,101,231417,60000000
Titanic,3/11/1997,Color,Drama,English,USA,PG-13,Leonardo DiCaprio,James Cameron,29000,45223,0,26000,7.7,315,194,658672302,200000000
Tomorrow Never Dies,2/1/1997,Color,Action,English,UK,PG-13,Vincent Schiavelli,Roger Spottiswoode,811,2958,55,0,6.5,160,119,125332007,110000000
Trekkies,10/26/1997,Color,Documentary,English,USA,PG,Walter Koenig,Roger Nygard,643,2864,3,672,7,43,86,617172,375000
Turbulence,1/21/1997,Color,Action,English,USA,R,Hector Elizondo,Robert Butler,995,3952,0,316,4.7,44,100,11466088,71000000
Two Girls and a Guy,7/7/1997,Color,Comedy,English,USA,R,Robert Downey Jr.,James Toback,21000,21124,56,387,5.6,54,84,1950218,1000000
Ulee's Gold,4/5/1997,Color,Drama,English,USA,R,Peter Fonda,Victor Nunez,402,787,9,381,7.1,61,113,9054736,2700000
Volcano,10/2/1997,Color,Action,English,USA,PG-13,Don Cheadle,Mick Jackson,3000,5062,81,2000,5.4,84,104,47474112,90000000
Wag the Dog,5/4/1997,Color,Comedy,English,USA,R,Robert De Niro,Barry Levinson,22000,29252,272,12000,7.1,130,97,43022524,15000000
Warriors of Virtue,1/1/1997,Color,Action,English,USA,PG,Marley Shelton,Ronny Yu,690,1993,31,0,4.6,24,101,6448817,35000000
20 Dates,6/28/1998,Color,Biography,English,USA,R,Tia Carrere,Myles Berkowitz,1000,1362,0,30,5.3,32,87,536767,60000
54,11/13/1998,Color,Drama,English,USA,R,Salma Hayek,Mark Christopher,4000,6910,15,0,5.8,63,121,16574731,13000000
A Bug's Life,11/22/1998,Color,Adventure,English,USA,G,Kevin Spacey,John Lasseter,18000,24205,487,0,7.2,117,95,162792677,120000000
A Civil Action,10/12/1998,Color,Drama,English,USA,PG-13,Robert Duvall,Steven Zaillian,3000,4713,234,1000,6.5,110,115,56702901,60000000
A Night at the Roxbury,7/21/1998,Color,Comedy,English,USA,PG-13,Will Ferrell,John Fortenberry,8000,9271,12,0,6.2,63,82,30324946,17000000
A Simple Plan,10/8/1998,Color,Crime,English,UK,R,Gary Cole,Sam Raimi,989,2365,0,0,7.5,125,121,16311763,17000000
American History X,6/30/1998,Black and White,Crime,English,USA,R,Ethan Suplee,Tony Kaye,1000,3858,194,35000,8.6,162,101,6712241,7500000
Among Giants,6/12/1998,Color,Comedy,English,UK,R,Rachel Griffiths,Sam Miller,578,643,12,108,5.9,31,93,64359,2500000
Antz,9/8/1998,Color,Adventure,English,USA,PG,Sylvester Stallone,Eric Darnell,13000,25788,35,0,6.6,131,83,90646554,105000000
Armageddon,2/22/1998,Color,Action,English,USA,PG-13,Bruce Willis,Michael Bay,13000,26029,0,11000,6.6,167,153,201573391,140000000
Babe: Pig in the City,3/10/1998,Color,Adventure,English,Australia,G,Adam Goldberg,George Miller,1000,2521,750,964,5.8,61,97,18318000,80000000
Barney's Great Adventure,10/26/1998,Color,Adventure,English,Canada,G,Trevor Morgan,Steve Gomer,595,1139,9,436,2.8,24,76,11144518,15000000
Beloved,10/27/1998,Color,Drama,English,USA,R,Oprah Winfrey,Jonathan Demme,852,2397,438,853,5.9,78,172,22843047,55000000
Blade,12/23/1998,Color,Action,English,USA,R,Sanaa Lathan,Stephen Norrington,886,3174,45,0,7.1,184,110,70001065,45000000
Bride of Chucky,1/14/1998,Color,Comedy,English,Canada,R,Alexis Arquette,Ronny Yu,285,667,31,0,5.3,114,89,32368960,25000000
Broken Vessels,1/9/1998,Color,Drama,English,USA,R,William Smith,Scott Ziehl,919,2288,4,51,6.6,18,90,13493,600000
Buffalo '66,7/7/1998,Color,Comedy,English,USA,R,Anjelica Huston,Vincent Gallo,1000,4762,787,0,7.5,106,110,2365931,1500000
Bulworth,3/24/1998,Color,Comedy,English,USA,R,Warren Beatty,Warren Beatty,631,1023,631,0,6.8,110,108,26525834,30000000
Can't Hardly Wait,12/5/1998,Color,Comedy,English,USA,PG-13,Ethan Embry,Harry Elfont,982,4259,4,0,6.5,76,100,25339117,10000000
Celebrity,11/8/1998,Black and White,Comedy,English,USA,R,Melanie Griffith,Woody Allen,537,943,11000,652,6.3,114,113,5032496,12000000
Central Station,8/21/1998,Color,Drama,Portuguese,Brazil,R,Fernanda Montenegro,Walter Salles,119,167,179,0,8,71,113,5595428,2900000
Chairman of the Board,6/27/1998,Color,Comedy,English,USA,PG-13,Taylor Negron,Alex Zamm,1000,5213,43,724,2.3,12,95,306715,10000000
City of Angels,6/17/1998,Color,Drama,English,Germany,PG-13,Nicolas Cage,Brad Silberling,12000,13905,52,0,6.7,110,114,78745923,55000000
Clay Pigeons,5/6/1998,Color,Comedy,English,Germany,R,Janeane Garofalo,David Dobkin,1000,1795,71,515,6.6,49,104,1789892,8000000
Dark City,10/3/1998,Color,Action,English,Australia,R,Rufus Sewell,Alex Proyas,3000,4696,295,14000,7.7,222,111,14337579,27000000
Dead Man on Campus,9/4/1998,Color,Comedy,English,USA,R,Alyson Hannigan,Alan Cohn,3000,6861,0,645,6,37,96,15062898,14000000
Deep Impact,9/9/1998,Color,Action,English,USA,PG-13,Morgan Freeman,Mimi Leder,11000,22750,75,0,6.1,125,120,140459099,75000000
Deep Rising,10/4/1998,Color,Action,English,USA,R,Djimon Hounsou,Stephen Sommers,3000,6558,208,0,6,106,106,11146409,45000000
Desert Blue,7/3/1998,Color,Drama,English,USA,R,Ethan Suplee,Morgan J. Freeman,1000,3207,204,69,6.2,31,90,99147,2000000
Dirty Work,5/25/1998,Color,Comedy,English,Canada,PG-13,Don Rickles,Bob Saget,721,1805,799,679,6.4,32,82,9975684,13000000
Disturbing Behavior,11/22/1998,Color,Horror,English,Australia,R,Bruce Greenwood,David Nutter,989,4660,119,673,5.5,96,84,17411331,15000000
Doctor Dolittle,6/15/1998,Color,Comedy,English,USA,PG-13,Oliver Platt,Betty Thomas,1000,4166,84,694,5.3,73,85,144156464,71500000
Elizabeth,7/4/1998,Color,Biography,English,UK,R,Fanny Ardant,Shekhar Kapur,288,1006,159,0,7.5,141,124,30012990,25000000
Enemy of the State,2/25/1998,Color,Action,English,USA,R,Will Smith,Tony Scott,10000,11951,12000,0,7.3,81,140,111544445,90000000
Ever After: A Cinderella Story,2/14/1998,Color,Comedy,English,USA,PG-13,Anjelica Huston,Andy Tennant,1000,2747,72,0,7,92,121,65703412,26000000
Fear and Loathing in Las Vegas,11/21/1998,Color,Adventure,English,USA,R,Johnny Depp,Terry Gilliam,40000,43105,0,15000,7.7,156,118,10562387,18500000
Gods and Monsters,12/28/1998,Black and White,Biography,English,USA,R,Brendan Fraser,Bill Condon,3000,4238,386,0,7.5,127,105,6390032,3500000
Half Baked,7/4/1998,Color,Comedy,English,USA,R,Dave Chappelle,Tamra Davis,744,2400,33,0,6.7,40,82,17278980,8000000
Happiness,3/15/1998,Color,Comedy,English,USA,,Philip Seymour Hoffman,Todd Solondz,22000,36859,377,0,7.8,148,134,3000000,3000000
Hard Rain,12/19/1998,Color,Action,English,USA,R,Morgan Freeman,Mikael Salomon,11000,13628,13,815,5.8,79,97,19819494,70000000
He Got Game,9/16/1998,Color,Drama,English,USA,R,Denzel Washington,Spike Lee,18000,37315,0,0,6.9,48,136,21554585,25000000
Holy Man,7/9/1998,Color,Comedy,English,USA,PG,Kelly Preston,Stephen Herek,743,2367,65,296,4.9,56,114,12065985,60000000
Home Fries,10/20/1998,Color,Comedy,English,USA,PG-13,Catherine O'Hara,Dean Parisot,925,2913,23,247,5,42,91,10443316,15000000
Hope Floats,8/25/1998,Color,Drama,English,USA,PG-13,Bill Cobbs,Forest Whitaker,970,2860,0,0,5.9,65,114,60033780,30000000
How Stella Got Her Groove Back,7/16/1998,Color,Comedy,English,USA,R,Richard Lawson,Kevin Rodney Sullivan,508,1660,8,0,5.5,29,124,37672350,20000000
I Got the Hook Up,3/12/1998,Color,Comedy,English,USA,R,Joe Estevez,Michael Martin,625,987,0,280,3.9,19,93,10305534,3500000
I Still Know What You Did Last Summer,6/13/1998,Color,Horror,English,USA,R,Muse Watson,Danny Cannon,45000,49847,41,891,4.6,125,100,39989008,24000000
Knock Off,3/14/1998,Color,Action,English,Aruba,R,Paul Sorvino,Hark Tsui,635,1352,85,471,4.8,67,91,10076136,35000000
La otra conquista,4/15/1998,Color,Drama,Spanish,Mexico,R,Elpidia Carrillo,Salvador Carrasco,174,222,22,140,6.8,39,106,886410,3500000
Les couloirs du temps: Les visiteurs II,8/12/1998,Color,Comedy,French,France,,Christian Clavier,Jean-Marie Poiré,106,182,8,136,6,8,118,146072,140000000
Lethal Weapon 4,7/11/1998,Color,Action,English,USA,R,Jet Li,Richard Donner,5000,6171,503,0,6.6,141,127,129734803,140000000
Living Out Loud,1/6/1998,Color,Comedy,English,USA,R,Holly Hunter,Richard LaGravenese,1000,3250,98,242,6.6,24,100,12902790,12000000
"Lock, Stock and Two Smoking Barrels",1/1/1998,Color,Comedy,English,UK,R,Jason Statham,Guy Ritchie,26000,28294,0,21000,8.2,116,120,3650677,960000
Lost in Space,2/27/1998,Color,Action,English,USA,PG-13,Gary Oldman,Stephen Hopkins,10000,12186,81,0,5.1,102,130,69102910,80000000
Meet Joe Black,7/29/1998,Color,Drama,English,USA,PG-13,Anthony Hopkins,Martin Brest,12000,23950,102,10000,7.1,98,178,44606335,90000000
Meet the Deedles,5/8/1998,Color,Comedy,English,USA,PG,Paul Walker,Steve Boyum,23000,24436,9,839,3.9,18,93,4308981,24000000
Mercury Rising,6/15/1998,Color,Action,English,USA,R,Bruce Willis,Harold Becker,13000,16536,17,0,6.1,79,111,32940507,60000000
Mighty Joe Young,8/17/1998,Color,Action,English,USA,PG,Charlize Theron,Ron Underwood,9000,10731,31,0,5.6,35,114,50628009,90000000
Mulan,2/14/1998,Color,Adventure,English,USA,G,Ming-Na Wen,Tony Bancroft,2000,4478,7,12000,7.5,143,88,120618403,90000000
Naturally Native,2/24/1998,Color,Drama,English,USA,PG-13,Irene Bedard,Jennifer Wynne Farmer,752,1763,0,102,6.5,2,107,10508,700000
Next Stop Wonderland,9/17/1998,Color,Comedy,English,USA,R,Philip Seymour Hoffman,Brad Anderson,22000,23461,122,392,6.7,38,104,3386698,1000000
One True Thing,5/10/1998,Color,Drama,English,USA,R,Meryl Streep,Carl Franklin,11000,12785,73,592,7,64,127,23209440,30000000
Out of Sight,3/30/1998,Color,Crime,English,USA,R,Don Cheadle,Steven Soderbergh,3000,3768,0,0,7,158,123,37339525,48000000
Patch Adams,1/8/1998,Color,Biography,English,USA,PG-13,Robin Williams,Tom Shadyac,49000,74382,293,0,6.7,55,115,135014968,50000000
Pi,11/14/1998,Black and White,Drama,English,USA,R,Mark Margolis,Darren Aronofsky,1000,2065,0,24000,7.5,138,84,3216970,60000
Practical Magic,9/30/1998,Color,Comedy,English,USA,PG-13,Goran Visnjic,Griffin Dunne,1000,4294,165,0,6.1,92,104,46611204,48000000
Primary Colors,11/26/1998,Color,Comedy,English,France,R,Maura Tierney,Mike Nichols,509,1409,0,688,6.7,117,143,38966057,65000000
Ronin,1/12/1998,Color,Action,English,UK,R,Robert De Niro,John Frankenheimer,22000,24270,287,0,7.3,149,122,41609593,55000000
Rounders,9/19/1998,Color,Crime,English,USA,R,Matt Damon,John Dahl,13000,14890,131,0,7.4,128,121,22905674,12000000
Run Lola Run,4/8/1998,Black and White,Crime,German,Germany,R,Moritz Bleibtreu,Tom Tykwer,486,623,670,0,7.8,181,81,7267324,3500000
Rushmore,8/14/1998,Color,Comedy,English,USA,R,Bill Murray,Wes Anderson,13000,15716,0,5000,7.7,179,93,17096053,9000000
Safe Men,8/8/1998,Color,Comedy,English,USA,R,Harvey Fierstein,John Hamburg,499,1141,29,157,6.1,33,88,21210,1000000
Saving Private Ryan,12/5/1998,Color,Action,English,USA,R,Tom Hanks,Steven Spielberg,15000,44998,14000,22000,8.6,219,169,216119491,70000000
Shakespeare in Love,9/10/1998,Color,Comedy,English,USA,R,Tom Wilkinson,John Madden,1000,1690,108,0,7.2,134,123,100241322,25000000
Simon Birch,1/12/1998,Color,Comedy,English,USA,PG,Oliver Platt,Mark Steven Johnson,1000,1816,160,0,6.9,60,114,18252684,30000000
Six Days Seven Nights,7/19/1998,Color,Action,English,USA,PG-13,Harrison Ford,Ivan Reitman,11000,12729,425,0,5.7,97,98,74329966,70000000
Six-String Samurai,10/1/1998,Color,Action,English,USA,PG-13,Jeffrey Falcon,Lance Mungia,33,36,4,0,6.7,51,91,124494,2000000
Slam,3/30/1998,Color,Drama,English,USA,R,Sonja Sohn,Marc Levin,245,295,12,603,7.2,16,100,982214,1000000
Sliding Doors,4/26/1998,Color,Comedy,English,UK,R,Jeanne Tripplehorn,Peter Howitt,711,1462,29,0,6.8,88,99,11883495,9000000
Slums of Beverly Hills,12/28/1998,Color,Comedy,English,USA,R,Natasha Lyonne,Tamara Jenkins,1000,2691,84,462,6.6,60,91,5480318,5000000
Small Soldiers,3/7/1998,Color,Action,English,USA,PG-13,Kirsten Dunst,Joe Dante,4000,8610,287,0,6.1,100,108,53955614,40000000
Smoke Signals,11/20/1998,Color,Comedy,English,Canada,PG-13,Michael Greyeyes,Chris Eyre,912,3163,149,0,7.2,56,89,6719300,2000000
Snake Eyes,10/24/1998,Color,Crime,English,USA,R,Nicolas Cage,Brian De Palma,12000,15269,0,880,5.9,117,98,55585389,69000000
Soldier,6/15/1998,Color,Action,English,UK,R,Connie Nielsen,Paul W.S. Anderson,933,2542,545,0,6,67,99,14567883,75000000
Sphere,11/3/1998,Color,Drama,English,USA,PG-13,Peter Coyote,Barry Levinson,548,1044,272,0,6,108,134,36976367,75000000
Star Trek: Insurrection,4/23/1998,Color,Action,English,USA,PG,LeVar Burton,Jonathan Frakes,1000,6207,906,1000,6.4,160,103,70117571,58000000
Stepmom,8/6/1998,Color,Comedy,English,USA,PG-13,Julia Roberts,Chris Columbus,8000,9988,0,0,6.7,65,124,91030827,50000000
Tango,4/22/1998,Color,Drama,Spanish,Spain,PG-13,Mía Maestro,Carlos Saura,341,371,98,539,7.2,35,115,1687311,700000000
The Big Hit,8/23/1998,Color,Action,English,USA,R,Bokeem Woodbine,Kirk Wong,904,3353,6,934,6.1,57,91,27052167,13000000
The Big Lebowski,4/7/1998,Color,Comedy,English,USA,R,Philip Seymour Hoffman,Joel Coen,22000,47728,0,35000,8.2,249,117,17439163,15000000
The Celebration,6/14/1998,Color,Drama,Danish,Denmark,R,Ulrich Thomsen,Thomas Vinterberg,280,821,346,5000,8.1,98,105,1647780,1300000
The Faculty,4/20/1998,Color,Horror,English,USA,R,Jordana Brewster,Robert Rodriguez,4000,12170,0,0,6.4,154,104,40064955,15000000
The Horse Whisperer,9/6/1998,Color,Drama,English,USA,PG-13,Scarlett Johansson,Robert Redford,19000,20683,0,0,6.5,96,170,75370763,60000000
The Magic Sword: Quest for Camelot,12/26/1998,Color,Adventure,English,USA,G,Gary Oldman,Frederik Du Chau,10000,14275,7,0,6.2,34,86,22717758,40000000
The Man in the Iron Mask,4/14/1998,Color,Action,English,USA,PG-13,Leonardo DiCaprio,Randall Wallace,29000,29265,130,0,6.4,83,132,56876365,35000000
The Mask of Zorro,7/10/1998,Color,Action,English,USA,PG-13,Anthony Hopkins,Martin Campbell,12000,12396,258,0,6.7,156,136,93771072,65000000
The Negotiator,10/23/1998,Color,Action,English,Germany,R,Kevin Spacey,F. Gary Gray,18000,20152,473,3000,7.3,68,140,44484065,50000000
The Newton Boys,2/20/1998,Color,Action,English,USA,PG-13,Matthew McConaughey,Richard Linklater,11000,11969,0,315,6,63,123,10297897,27000000
The Object of My Affection,5/10/1998,Color,Comedy,English,USA,R,Liam Aiken,Nicholas Hytner,818,1450,13,849,6,65,111,29106737,15000000
The Players Club,7/19/1998,Color,Comedy,English,USA,R,Bernie Mac,Ice Cube,1000,2868,0,575,5.6,22,104,23031390,4500000
The Prince of Egypt,6/18/1998,Color,Adventure,English,USA,PG,Martin Short,Brenda Chapman,770,1195,59,0,7,120,99,101217900,70000000
The Red Violin,5/26/1998,Color,Drama,French,Canada,R,Johannes Silberschneider,François Girard,24,29,63,0,7.7,94,130,9473382,10000000
The Replacement Killers,3/16/1998,Color,Action,English,USA,R,Mira Sorvino,Antoine Fuqua,978,3072,845,629,6.1,105,96,18967571,30000000
The Rugrats Movie,12/17/1998,Color,Adventure,English,USA,G,Elizabeth Daily,Igor Kovalyov,971,3438,5,418,5.9,45,83,100491683,24000000
The Siege,12/29/1998,Color,Action,English,USA,R,Denzel Washington,Edward Zwick,18000,32563,380,0,6.3,120,116,40932372,70000000
The Thin Red Line,1/1/1998,Color,Drama,English,USA,R,Nick Stahl,Terrence Malick,648,1937,0,0,7.6,156,215,36385763,52000000
The Truman Show,5/5/1998,Color,Comedy,English,USA,PG,Natascha McElhone,Peter Weir,2000,3698,608,18000,8.1,213,103,125603360,60000000
The Waterboy,5/23/1998,Black and White,Comedy,English,USA,PG-13,Adam Sandler,Frank Coraci,11000,13823,153,0,6.1,108,90,161487252,20000000
The X Files,10/14/1998,Color,Drama,English,USA,PG-13,Martin Landau,Rob Bowman,940,4230,38,0,7,142,121,83892374,66000000
There's Something About Mary,9/17/1998,Color,Comedy,English,USA,R,Sarah Silverman,Bobby Farrelly,931,4664,101,0,7.1,171,107,176483808,23000000
Urban Legend,1/20/1998,Color,Horror,English,USA,R,Alicia Witt,Jamie Blanks,975,3500,9,0,5.5,101,99,38048637,14000000
Vampires,1/5/1998,Color,Action,English,USA,R,Sheryl Lee,John Carpenter,2000,5123,0,0,6.1,114,104,20241395,20000000
Very Bad Things,7/8/1998,Color,Comedy,English,USA,R,Jon Favreau,Peter Berg,4000,6046,532,0,6.3,100,100,9801782,10000000
Waking Ned Devine,12/10/1998,Color,Comedy,English,UK,PG,James Nesbitt,Kirk Jones,773,1965,52,0,7.4,94,91,24788807,3000000
What Dreams May Come,3/20/1998,Color,Drama,English,USA,PG-13,Robin Williams,Vincent Ward,49000,49631,25,32000,7,121,113,55350897,85000000
Wild Things,3/29/1998,Color,Crime,English,USA,R,Bill Murray,John McNaughton,13000,14275,39,0,6.5,69,115,29753944,20000000
Without Limits,5/27/1998,Color,Biography,English,USA,PG-13,Billy Burke,Robert Towne,2000,4351,162,942,7.2,28,117,777423,25000000
Woo,6/23/1998,Color,Comedy,English,USA,R,LL Cool J,Daisy von Scherler Mayer,1000,3352,18,204,3.8,23,84,8026971,13000000
You've Got Mail,12/14/1998,Color,Comedy,English,USA,PG,Tom Hanks,Nora Ephron,15000,17768,0,0,6.5,153,119,115731542,65000000
Zero Effect,3/22/1998,Color,Comedy,English,USA,R,Kim Dickens,Jake Kasdan,624,1209,52,507,7,81,116,1980338,5000000
10 Things I Hate About You,3/26/1999,Color,Comedy,English,USA,PG-13,Joseph Gordon-Levitt,Gil Junger,23000,37907,19,10000,7.2,133,97,38176108,16000000
200 Cigarettes,5/8/1999,Color,Comedy,English,USA,R,Janeane Garofalo,Risa Bramon Garcia,1000,2697,112,0,5.9,67,101,6851636,6000000
8MM,2/17/1999,Color,Mystery,English,Germany,R,Nicolas Cage,Joel Schumacher,12000,12970,541,0,6.5,138,123,36283504,40000000
A Dog of Flanders,1/30/1999,Color,Drama,English,USA,PG,Bruce McGill,Kevin Brodie,655,1906,0,157,6.3,25,100,2148212,7000000
A Walk on the Moon,3/11/1999,Color,Drama,English,USA,R,Viggo Mortensen,Tony Goldwyn,10000,10368,956,860,6.6,47,107,4741987,14000000
Aimee & Jaguar,10/22/1999,Color,Biography,German,Germany,,Heike Makatsch,Max Färberböck,177,333,4,687,7.3,63,125,927107,15000000
